Product,Country,Conglomerate,Food Form,Preservation,Natural,Date,Year,Quarter,Sum of Total Weight (lbs),Sum of Sales Value USD
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,2/1/2012,2012,1Q12,1382226,2662701
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,3/1/2012,2012,1Q12,1522581,3166977
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,4/1/2012,2012,2Q12,1581221,3276644
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,5/1/2012,2012,2Q12,1621861,3506415
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,6/1/2012,2012,2Q12,1357437,2901269
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,7/1/2012,2012,3Q12,1619505,3520839
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,8/1/2012,2012,3Q12,1569080,3338284
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,9/1/2012,2012,3Q12,1606018,3320573
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,10/1/2012,2012,4Q12,1796082,3821038
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,11/1/2012,2012,4Q12,1578125,3347189
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,12/1/2012,2012,4Q12,1617892,3474503
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,1/1/2013,2013,1Q13,1859565,3994122
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,2/1/2013,2013,1Q13,1419940,2891095
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,3/1/2013,2013,1Q13,1299336,2629035
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,4/1/2013,2013,2Q13,1513111,3170429
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,5/1/2013,2013,2Q13,2028122,4339717
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,6/1/2013,2013,2Q13,1641439,3581177
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,7/1/2013,2013,3Q13,1896955,4274102
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,8/1/2013,2013,3Q13,1567184,3556731
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,9/1/2013,2013,3Q13,1558748,3520470
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,10/1/2013,2013,4Q13,1958389,4383806
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,11/1/2013,2013,4Q13,1637111,3750443
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NATURAL,12/1/2013,2013,4Q13,1674733,3766996
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,1/1/2011,2011,1Q11,49148990,84816396
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,2/1/2011,2011,1Q11,42611945,74036841
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,3/1/2011,2011,1Q11,41380866,72128742
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,4/1/2011,2011,2Q11,40346213,71205559
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,5/1/2011,2011,2Q11,45090840,79226657
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,6/1/2011,2011,2Q11,40762873,71122542
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,7/1/2011,2011,3Q11,44183400,77477411
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,8/1/2011,2011,3Q11,37926578,68407135
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,9/1/2011,2011,3Q11,38057995,67705139
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,10/1/2011,2011,4Q11,42221479,76870546
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,11/1/2011,2011,4Q11,36872625,69278227
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,12/1/2011,2011,4Q11,43235565,79353381
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,1/1/2012,2012,1Q12,42523029,77915897
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,2/1/2012,2012,1Q12,37837505,68794262
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,3/1/2012,2012,1Q12,35542805,64892636
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,4/1/2012,2012,2Q12,34493693,64168816
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,5/1/2012,2012,2Q12,39279893,72076689
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,6/1/2012,2012,2Q12,34339941,63821624
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,7/1/2012,2012,3Q12,37878756,70909475
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,8/1/2012,2012,3Q12,33691188,64984717
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,9/1/2012,2012,3Q12,33970010,64902225
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,10/1/2012,2012,4Q12,38467861,71440840
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,11/1/2012,2012,4Q12,34175934,64866705
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,12/1/2012,2012,4Q12,35182863,66306249
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,1/1/2013,2013,1Q13,37959251,72218046
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,2/1/2013,2013,1Q13,32938693,61757168
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,3/1/2013,2013,1Q13,33755484,63637683
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,4/1/2013,2013,2Q13,32298892,61418105
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,5/1/2013,2013,2Q13,36636029,68836683
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,6/1/2013,2013,2Q13,31641256,60509870
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,7/1/2013,2013,3Q13,35479904,68200170
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,8/1/2013,2013,3Q13,30806661,61494075
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,9/1/2013,2013,3Q13,30576932,60694719
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,10/1/2013,2013,4Q13,35273618,69459189
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,11/1/2013,2013,4Q13,31200773,61730078
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),DRY,OTHER,NON-NATURAL,12/1/2013,2013,4Q13,31519482,62180086
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,1/1/2011,2011,1Q11,18668,223479
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,2/1/2011,2011,1Q11,17088,204707
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,3/1/2011,2011,1Q11,16002,187235
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,4/1/2011,2011,2Q11,16016,177782
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,5/1/2011,2011,2Q11,15439,175644
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,6/1/2011,2011,2Q11,13767,159821
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,7/1/2011,2011,3Q11,15192,170459
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,8/1/2011,2011,3Q11,13210,151918
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,9/1/2011,2011,3Q11,12176,140722
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,10/1/2011,2011,4Q11,13983,158258
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,11/1/2011,2011,4Q11,12601,142481
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,12/1/2011,2011,4Q11,17447,164325
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,1/1/2012,2012,1Q12,13812,153436
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,2/1/2012,2012,1Q12,13381,147948
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,3/1/2012,2012,1Q12,13595,135665
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,4/1/2012,2012,2Q12,13616,134514
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,5/1/2012,2012,2Q12,12833,141027
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,6/1/2012,2012,2Q12,13096,141264
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,7/1/2012,2012,3Q12,25634,282006
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,8/1/2012,2012,3Q12,30581,393542
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,9/1/2012,2012,3Q12,32168,426438
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,10/1/2012,2012,4Q12,39496,527308
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,11/1/2012,2012,4Q12,35475,484356
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,12/1/2012,2012,4Q12,45670,605022
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,1/1/2013,2013,1Q13,60632,872209
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,2/1/2013,2013,1Q13,63413,866674
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,3/1/2013,2013,1Q13,84897,834801
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,4/1/2013,2013,2Q13,56888,745222
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,5/1/2013,2013,2Q13,53215,783758
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,6/1/2013,2013,2Q13,42554,628683
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,7/1/2013,2013,3Q13,51935,732007
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,8/1/2013,2013,3Q13,49791,694593
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,9/1/2013,2013,3Q13,46527,643271
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,10/1/2013,2013,4Q13,49963,708437
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,11/1/2013,2013,4Q13,45070,617694
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,DEHYDRATED,NON-NATURAL,12/1/2013,2013,4Q13,54620,722966
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,6/1/2013,2013,2Q13,4170,45065
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,7/1/2013,2013,3Q13,15123,155227
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,8/1/2013,2013,3Q13,25283,245377
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,9/1/2013,2013,3Q13,27096,278442
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,10/1/2013,2013,4Q13,34620,392766
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,11/1/2013,2013,4Q13,28217,333335
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NATURAL,12/1/2013,2013,4Q13,37250,432614
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,1/1/2011,2011,1Q11,299296,1827257
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,2/1/2011,2011,1Q11,287558,1707409
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,3/1/2011,2011,1Q11,273637,1704392
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,4/1/2011,2011,2Q11,268777,1715720
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,5/1/2011,2011,2Q11,296028,1823225
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,6/1/2011,2011,2Q11,265147,1695919
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,7/1/2011,2011,3Q11,273076,1755924
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,8/1/2011,2011,3Q11,251373,1671741
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,9/1/2011,2011,3Q11,263245,1739065
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,10/1/2011,2011,4Q11,277427,1824629
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,11/1/2011,2011,4Q11,261737,1735344
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,12/1/2011,2011,4Q11,319947,1998758
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,1/1/2012,2012,1Q12,285483,1904319
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,2/1/2012,2012,1Q12,289654,1829475
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,3/1/2012,2012,1Q12,259959,1757625
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,4/1/2012,2012,2Q12,254151,1696471
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,5/1/2012,2012,2Q12,279565,1814156
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,6/1/2012,2012,2Q12,242708,1690579
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,7/1/2012,2012,3Q12,272446,1942183
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,8/1/2012,2012,3Q12,247359,1957548
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,9/1/2012,2012,3Q12,245110,1993465
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,10/1/2012,2012,4Q12,269966,2148609
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,11/1/2012,2012,4Q12,240364,2000327
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,12/1/2012,2012,4Q12,256414,2145228
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,1/1/2013,2013,1Q13,265310,2278521
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,2/1/2013,2013,1Q13,246251,2077415
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,3/1/2013,2013,1Q13,282513,2235994
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,4/1/2013,2013,2Q13,259281,2170141
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,5/1/2013,2013,2Q13,280227,2425960
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,6/1/2013,2013,2Q13,233824,2121160
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,7/1/2013,2013,3Q13,244839,2289140
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,8/1/2013,2013,3Q13,234539,2286541
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,9/1/2013,2013,3Q13,233149,2306222
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,10/1/2013,2013,4Q13,252096,2539653
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,11/1/2013,2013,4Q13,232798,2358373
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),TREATS,OTHER,NON-NATURAL,12/1/2013,2013,4Q13,246935,2527761
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,n.a.,NON-NATURAL,9/1/2011,2011,3Q11,99,578
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,n.a.,NON-NATURAL,2/1/2012,2012,1Q12,90,364
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,n.a.,NON-NATURAL,6/1/2012,2012,2Q12,88,353
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,n.a.,NON-NATURAL,7/1/2012,2012,3Q12,88,358
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,12/1/2011,2011,4Q11,343,779
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,1/1/2012,2012,1Q12,8967,20820
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,2/1/2012,2012,1Q12,46286,104026
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,3/1/2012,2012,1Q12,117039,254575
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,4/1/2012,2012,2Q12,108903,241027
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,5/1/2012,2012,2Q12,111745,260737
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,6/1/2012,2012,2Q12,102587,237210
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,7/1/2012,2012,3Q12,151768,348654
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,8/1/2012,2012,3Q12,147522,337909
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,9/1/2012,2012,3Q12,177031,406749
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,10/1/2012,2012,4Q12,193905,439914
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,11/1/2012,2012,4Q12,161797,374525
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,12/1/2012,2012,4Q12,162149,369743
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,1/1/2013,2013,1Q13,167800,382103
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,2/1/2013,2013,1Q13,112753,242823
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,3/1/2013,2013,1Q13,98798,241625
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,4/1/2013,2013,2Q13,114643,326771
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,5/1/2013,2013,2Q13,156271,475283
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,6/1/2013,2013,2Q13,125471,399890
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,7/1/2013,2013,3Q13,143026,485759
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,8/1/2013,2013,3Q13,127190,423103
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,9/1/2013,2013,3Q13,134173,430621
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,10/1/2013,2013,4Q13,152206,531282
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,11/1/2013,2013,4Q13,133467,453032
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NATURAL,12/1/2013,2013,4Q13,140913,467330
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,1/1/2011,2011,1Q11,22796937,61197941
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,2/1/2011,2011,1Q11,20595915,55332802
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,3/1/2011,2011,1Q11,21306656,57466769
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,4/1/2011,2011,2Q11,21049565,56767290
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,5/1/2011,2011,2Q11,21901745,58862082
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,6/1/2011,2011,2Q11,20851143,56318485
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,7/1/2011,2011,3Q11,21381392,58581487
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,8/1/2011,2011,3Q11,20398589,57234887
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,9/1/2011,2011,3Q11,20275972,56978080
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,10/1/2011,2011,4Q11,21233612,60521301
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,11/1/2011,2011,4Q11,20370323,58639104
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,12/1/2011,2011,4Q11,21622197,61915119
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,1/1/2012,2012,1Q12,21592995,61891099
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,2/1/2012,2012,1Q12,20200656,58003385
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,3/1/2012,2012,1Q12,20531774,58788391
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,4/1/2012,2012,2Q12,20716811,59147200
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,5/1/2012,2012,2Q12,21690875,62209018
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,6/1/2012,2012,2Q12,20569731,60496445
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,7/1/2012,2012,3Q12,21312652,63635057
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,8/1/2012,2012,3Q12,20539868,63541313
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,9/1/2012,2012,3Q12,20320597,62900802
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,10/1/2012,2012,4Q12,21215496,64158429
PETFOOD,United States of America,HILL'S (COLGATE-PALMOLIVE),WET,OTHER,NON-NATURAL,11/1/2012,2012,4Q12,20169801,62028137
